Company,KBLI,Kelas 1,Kelas 2,Kelas 3,Kelas 4
WIRA AGUNG,16221,INDUSTRI PENGOLAHAN,INDUSTRI KAYU,INDUSTRI BARANG DARI KAYU; INDUSTRI BARANG DARI GABUS DAN BARANG ANYAMAN DARI JERAMI,INDUSTRI BARANG BANGUNAN DARI KAYU
WIRA KARYA JAYA,Not Found,,,,
YAKULT INDONESIA PERSADA,10590,INDUSTRI PENGOLAHAN,INDUSTRI MAKANAN,INDUSTRI PENGOLAHAN SUSU,INDUSTRI PENGOLAHAN PRODUK DARI SUSU LAINNYA
YAMA EKSPRES,Not Found,,,,
YAS TRANS SARELINDO,Not Found,,,,
YAZUHO AUTO,22192,INDUSTRI PENGOLAHAN,INDUSTRI KARET,INDUSTRI KARET DAN BARANG DARI KARET,INDUSTRI BARANG DARI KARET LAINNYA
YI JIN INDUSTRY,Not Found,,,,
YUDHISTIRA GHALIA INDONESIA,18111,INDUSTRI PENGOLAHAN,INDUSTRI PENCETAKAN DAN REPRODUKSI MEDIA REKAMAN,INDUSTRI PENCETAKAN DAN KEGIATAN YBDI,INDUSTRI PENCETAKAN
YUWANA EKA SEJATI SENTOSA,Not Found,,,,
ZAHLETHA MANDIRI INDUSTRI,Not Found,,,,
ZAHRA TRANS INDONESIA,Not Found,,,,
ZAPUDI EXPRESS,Not Found,,,,
ZENTECH PRIMA KREASINDO,18111,INDUSTRI PENGOLAHAN,INDUSTRI PENCETAKAN DAN REPRODUKSI MEDIA REKAMAN,INDUSTRI PENCETAKAN DAN KEGIATAN YBDI,INDUSTRI PENCETAKAN
ZIEBAR INDONESIA,Not Found,,,,
ZIMMER PANCEN OYE,Not Found,,,,
BAKRIE PIPE INDUSTRIES,24103,INDUSTRI PENGOLAHAN,INDUSTRI LOGAM DASAR,INDUSTRI LOGAM DASAR BESI DAN BAJA,INDUSTRI LOGAM DASAR BESI DAN BAJA
BANGUN TALA PRATAMA,Not Found,,,,
BANK JABAR BANTEN SYARIAH,Not Found,,,,
BANK PERKREDITAN RAKYAT ARTHAGUNA SEJAHTERA,Not Found,,,,
BPR MITRA RUKUN MANDIRI,Not Found,,,,
ELEGANT INDONESIA,15129,INDUSTRI PENGOLAHAN,INDUSTRI KULIT,INDUSTRI KULIT DAN BARANG DARI KULIT,INDUSTRI BARANG DARI KULIT DAN KULIT KOMPOSISI
HALIA TEKNOLOGI NUSANTARA,,,,,
MEGAH KAYU INDUSTRI,,,,,
NYALINDUNG,Not Found,,,,
PRESENTOLOGICS,Not Found,,,,
SATHRUSI KOMODITI INDONESIA,Not Found,,,,
SETIA SAMUDRA ABADI,Not Found,,,,
SINAR MULIA PLASINDO LESTARI,,,,,
SINTA PRIMA FEEDMILL,10801,INDUSTRI PENGOLAHAN,INDUSTRI MAKANAN,INDUSTRI MAKANAN HEWAN,INDUSTRI MAKANAN HEWAN
SURYA MAKMUR JAYA,Not Found,,,,
TELUBUNG JAYA ABADI,Not Found,,,,
TRANS GEO INDONESIA,Not Found,,,,
WIRAKARYA TEKNOLOGI INDONESIA,Not Found,,,,
9 SQUARE,Not Found,,,,
AGRO CHEMICA,24101,INDUSTRI PENGOLAHAN,INDUSTRI LOGAM DASAR,INDUSTRI LOGAM DASAR BESI DAN BAJA,INDUSTRI LOGAM DASAR BESI DAN BAJA
ALPHA DUTA,Not Found,,,,
AMANDA,20232,INDUSTRI PENGOLAHAN,INDUSTRI BAHAN KIMIA DAN BARANG DARI BAHAN KIMIA,INDUSTRI BARANG KIMIA LAINNYA,INDUSTRI SABUN DAN DETERJEN
AMARTYA BAGASPATI,Not Found,,,,
ANDARA TUJUH DELAPAN,Not Found,,,,
ANTAKESUMA INTI RAHARJA,33121,INDUSTRI PENGOLAHAN,REPARASI DAN PEMASANGAN MESIN DAN PERALATAN,REPARASI PRODUK LOGAM PABRIKASI,REPARASI MESIN
ANUGERAH JAYA LESTARI,Not Found,,,,
ANUGRAH MANDIRI COOLINDO,Not Found,,,,
ANUGRAH SEJAHTERA,45407,PERDAGANGAN BESAR DAN ECERAN; REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR,PERDAGANGAN,PERDAGANGAN,PERDAGANGAN
ARALIA ARTHA MANDIRI,Not Found,,,,
ARIS DOA IBU,Not Found,,,,
ARSI LABORA UTAMA,Not Found,,,,
ARYA GUNA USAHA,Not Found,,,,
AS PUTRA RAHMAT,Not Found,,,,
ASPUTRA RAHMAT,Not Found,,,,
AUTO TEKNIK JAYA,Not Found,,,,
AZMAR ELEKTRIK,Not Found,,,,
BANGUN CITRA LESTARI,,,,,
BAROKAH SEMBILAN DELAPAN SEMBADA,Not Found,,,,
BERKARYA BAGI BANGSA,Not Found,,,,
BERKAT JAYA ABADI,Not Found,,,,
BI-ENSI FESYENINDO,Not Found,,,,
BINTANG TALI MAS,Not Found,,,,
BIRO JASA ADI JAYA,Not Found,,,,
BIRO TEKNIK SIEM S,Not Found,,,,
CABINE GRAHA DECO,Not Found,,,,
CAHAYA BUANA,31004,INDUSTRI PENGOLAHAN,INDUSTRI FURNITUR,INDUSTRI FURNITUR,INDUSTRI FURNITUR
CEMARA GUNA LESTARI,Not Found,,,,
CITRA GLOBAL INTIKARYA,Not Found,,,,
DHARMA MULYA SEJAHTERA,Not Found,,,,
DIALOGUE PUTRA PRIMA,Not Found,,,,
DINAMIKA MULTINDO,Not Found,,,,
DMA MEDIA,Not Found,,,,
DUA PUTRI ADYATAMA,Not Found,,,,
DUNIA KOMPUTER,Not Found,,,,
DUTA RAYA ABADI,Not Found,,,,
DUTA SETIA GARMEN,13921,INDUSTRI PENGOLAHAN,INDUSTRI TEKSTIL,INDUSTRI TEKSTIL LAINNYA,INDUSTRI PEMBUATAN BARANG TEKSTIL
DWI SURYA NUSANTARA,Not Found,,,,
DWITUNGGAL MEKAR ABADI,Not Found,,,,
EGA MEGATEC,Not Found,,,,
ESBE,35302,PENGADAAN LISTRIK,PENGADAAN LISTRIK,PENGADAAN UAP/AIR PANAS,PENGADAAN UAP/AIR PANAS
EUPHORBIA LANSCAPE,Not Found,,,,
GAMAN SAKTI,Not Found,,,,
GEMILANG HARAPAN,Not Found,,,,
GEMILANG JAYA BANDUNG,Not Found,,,,
GEMILANG JAYA BEKASI,Not Found,,,,
GEMILANG JAYA CIKAMPEK,Not Found,,,,
GEMILANG JAYA CIKARANG,Not Found,,,,
GENERASI AKTIF BERKARYA,Not Found,,,,
GHIFARI YUBI SANKARA,Not Found,,,,
GLOBAL MANDIRI NUSANTARA,Not Found,,,,
GLOBALINDO PERKASA ENGINEERING,Not Found,,,,
GOLD STONE INDONESIA,Not Found,,,,
GPR TRANS,Not Found,,,,
GRAFIKA SENTOSA MANDIRI,Not Found,,,,
GREAT ROYALE,Not Found,,,,
GRIYA ANNUR,,,,,
GUNA MOTOR,Not Found,,,,
HABDHILAH BUANAPUTRA,Not Found,,,,
HANGGAR AUTOWORKS,Not Found,,,,
HEMAT,,,,,
HERLIN JAYA,Not Found,,,,
IBNU ASMAL,Not Found,,,,
IBNU ASMAL MONO,Not Found,,,,
IMMANUEL KNITING,13921,INDUSTRI PENGOLAHAN,INDUSTRI TEKSTIL,INDUSTRI TEKSTIL LAINNYA,INDUSTRI PEMBUATAN BARANG TEKSTIL
INDONESIA JAYA,20232,INDUSTRI PENGOLAHAN,INDUSTRI BAHAN KIMIA DAN BARANG DARI BAHAN KIMIA,INDUSTRI BARANG KIMIA LAINNYA,INDUSTRI SABUN DAN DETERJEN
INTAN JAYA BOGOR,Not Found,,,,
INTAN JAYA SUKABUMI,Not Found,,,,
JALA LANGKA SAKTI,Not Found,,,,
JAMPANG PRASASTI UTAMA,Not Found,,,,
JAPANINDO LESTARI,Not Found,,,,
JAVA MAKMUR ABADI,Not Found,,,,
JAYA MANDIRI PLASTIK,,,,,
JAYA SETIAWAN,Not Found,,,,
KARUNIA MANDIRI,30912,INDUSTRI PENGOLAHAN,INDUSTRI ALAT ANGKUTAN LAINNYA,INDUSTRI ALAT ANGKUTAN LAINNYA YTDL,INDUSTRI SEPEDA MOTOR
KARYA CIPTA LESTARI,Not Found,,,,
KARYA INDAH MOTOR,Not Found,,,,
KENANGA JAYA,Not Found,,,,
KINASIH KONSULTAMA,Not Found,,,,
KIRANA MOTORINDO JAYA,,,,,
KOTO SEJAHTERA BERSAMA,Not Found,,,,
KREASI PRIMA,30912,INDUSTRI PENGOLAHAN,INDUSTRI ALAT ANGKUTAN LAINNYA,INDUSTRI ALAT ANGKUTAN LAINNYA YTDL,INDUSTRI SEPEDA MOTOR
KREASI SARANA TEKNIK,Not Found,,,,
LAKSANA LINGGA BUANA,Not Found,,,,
LEGA HATI KITA,Not Found,,,,
LIBERTON,Not Found,,,,
LILITEX JAYA,Not Found,,,,
LINTANG ALFARIA,Not Found,,,,
MAGNA MULIA,Not Found,,,,
MAHARDHIKA PASIR MANDIRI,Not Found,,,,
MANDALA INTEGRITY,Not Found,,,,
MANDALA WICAKSANA,Not Found,,,,
MANDIRI JAYA,,,,,
MANDIRI SEJAHTERA,14111,INDUSTRI PENGOLAHAN,INDUSTRI PAKAIAN JADI,INDUSTRI PAKAIAN JADI DAN PERLENGKAPANNYA,INDUSTRI PAKAIAN JADI (BUKAN PENJAHITAN DAN PEMBUATAN PAKAIAN)
MANDIRI SUKSES SENTOSA,Not Found,,,,
MAWAR CIPTA MANDIRI,20231,INDUSTRI PENGOLAHAN,INDUSTRI BAHAN KIMIA DAN BARANG DARI BAHAN KIMIA,INDUSTRI BARANG KIMIA LAINNYA,INDUSTRI SABUN DAN DETERJEN
MEGA,14120,INDUSTRI PENGOLAHAN,INDUSTRI PAKAIAN JADI,INDUSTRI PAKAIAN JADI DAN PERLENGKAPANNYA,PENJAHITAN DAN PEMBUATAN PAKAIAN SESUAI PESANAN
MEKAR SARI AGUNG SANTOSO,Not Found,,,,
MITRA JAYA,,,,,
MITRA JAYA RAYA,Not Found,,,,
MITRA MEDIKA,Not Found,,,,
MITRA MEDIKA ADISATYA,Not Found,,,,
MITRA SEHATI JAYA,Not Found,,,,
MUBINA HESKINA ANUGERAH,Not Found,,,,
MUGI JAYA,Not Found,,,,
MULTAZAM MAKMUR MANDIRI,Not Found,,,,
MULTI BINTANG KREATIF,Not Found,,,,
NATA DAYA MANDIRI,Not Found,,,,
NIAGA CIPTA ELEKTRIK,Not Found,,,,
NUSA RESOURCE TRUSTINDO,Not Found,,,,
NYLAND ANUGERAH JAYA,Not Found,,,,
PASKAL TRIJAYA FOOD,Not Found,,,,
PRISMA SURYA GEMILANG,Not Found,,,,
PUDAK SCIENTIFIC,25920,INDUSTRI PENGOLAHAN,INDUSTRI BARANG LOGAM,INDUSTRI BARANG LOGAM LAINNYA DAN JASA PEMBUATAN BARANG LOGAM,JASA INDUSTRI UNTUK BERBAGAI PENGERJAAN KHUSUS LOGAM DAN BARANG DARI LOGAM
PUPUT BERSAUDARA,Not Found,,,,
PURI'S,Not Found,,,,
PUTERACO ENGINEERING,Not Found,,,,
QMAX MANDIRI UTAMA,Not Found,,,,
QUANTUM MEDIA SOLUSINDO,Not Found,,,,
RAJAWALI PUTRA,12011,INDUSTRI PENGOLAHAN,INDUSTRI PENGOLAHAN TEMBAKAU,INDUSTRI PENGOLAHAN TEMBAKAU,INDUSTRI ROKOK DAN PRODUK TEMBAKAU LAINNYA
RAMA,16211,INDUSTRI PENGOLAHAN,INDUSTRI KAYU,INDUSTRI BARANG DARI KAYU; INDUSTRI BARANG DARI GABUS DAN BARANG ANYAMAN DARI JERAMI,INDUSTRI VENEER
RASENDRIA SEJAHTERA,Not Found,,,,
RATU NEETA BOGATAMA,Not Found,,,,
RATUR INTERNUSA ABADI,Not Found,,,,
REJEKI PUTERA MANDIRI,,,,,
REVAND PUTRA MANDIRI,Not Found,,,,
REZEKI TAK TERDUGA,Not Found,,,,
RICKY JAYA,Not Found,,,,
RIDING STYLE INDONESIA,Not Found,,,,
RIFANA MULYA ABADI,Not Found,,,,
RODA MITRA LESTARI,Not Found,,,,
RUMINGKANG RAHARJA,Not Found,,,,
SAKANTI,Not Found,,,,
SALERO BUNDO JAYA,Not Found,,,,
SALSA JARING PERSADA,Not Found,,,,
SANDANG JAYA ABADI,Not Found,,,,
SAP,,,,,
SARANA KARYA MANDIRI,Not Found,,,,
SARLIM CAKRAWALA UTAMA,Not Found,,,,
SINAR JAYA,12011,INDUSTRI PENGOLAHAN,INDUSTRI PENGOLAHAN TEMBAKAU,INDUSTRI PENGOLAHAN TEMBAKAU,INDUSTRI ROKOK DAN PRODUK TEMBAKAU LAINNYA
SINAR KEWENI BARU,Not Found,,,,
SINAR LAKSANA JAYA,Not Found,,,,
SIRALUTO JAYA ABADI,Not Found,,,,
SMART EDUCATION GROUP,Not Found,,,,
SOLAN,18111,INDUSTRI PENGOLAHAN,INDUSTRI PENCETAKAN DAN REPRODUKSI MEDIA REKAMAN,INDUSTRI PENCETAKAN DAN KEGIATAN YBDI,INDUSTRI PENCETAKAN
SQUAD MULTI SOLUTION,Not Found,,,,
STAIRS STUDIO,Not Found,,,,
SUKSES KELOLA ANUGERAH,Not Found,,,,
SUMBER REJEKI,10801,INDUSTRI PENGOLAHAN,INDUSTRI MAKANAN,INDUSTRI MAKANAN HEWAN,INDUSTRI MAKANAN HEWAN
SUNGAI INDAH,13132,INDUSTRI PENGOLAHAN,INDUSTRI TEKSTIL,INDUSTRI PEMINTALAN,INDUSTRI PENYEMPURNAAN TEKSTIL
SUPRA JAYA MOTOR,Not Found,,,,
SURYA DJAYA ABADI,Not Found,,,,
SURYA JAYA ABADI,Not Found,,,,
SURYA JAYA UTAMA,Not Found,,,,
SURYA SAKTI METALINDO,Not Found,,,,
SURYA WIJAYA SEJAHTERA,Not Found,,,,
SYAREKAH JAYA,Not Found,,,,
TEX STAR TRADING,Not Found,,,,
THREE JAYA TEKNIK,Not Found,,,,
TINTIN,,,,,
TOGA NUSANTARA,21022,INDUSTRI PENGOLAHAN,INDUSTRI FARMASI,INDUSTRI FARMASI,INDUSTRI OBAT TRADISIONAL
TRIPLE TUJUH,Not Found,,,,
TRIPUTRA LESTARI,Not Found,,,,
TUMBUH SUBUR MAKMUR,Not Found,,,,
UAP AIR MANDIRI,Not Found,,,,
URBANINDO DEVELOPMENT,Not Found,,,,
VINNO JAYA,Not Found,,,,
WAHANA GUNA SANTOSA,Not Found,,,,
WONGCI BERKAH MANDIRI,Not Found,,,,
YRAMA WIDYA,Not Found,,,,
ADHITAMA MULTI PAINT,Not Found,,,,
AGUNG PESONA UTAMA,Not Found,,,,
AGUNG MOTOR,Not Found,,,,
AMARTA SEKAWAN,Not Found,,,,
AMAZON PET INDO,Not Found,,,,
ANUGERAH DUA SAHABAT,Not Found,,,,
ANUGRAH MANDIRI COOLINDO,Not Found,,,,
ARICO JAYA,Not Found,,,,
ARKANA SATYA ARDANA,Not Found,,,,
ARMEY JAYA MANDIRI,Not Found,,,,
ARYA ABADI MOTOR,Not Found,,,,
ASIA NUSANTARA GLOBAL,Not Found,,,,
AYAM PERKASA JAYA MEAT SHOP,Not Found,,,,
BAHTERA AGUNG,Not Found,,,,
BANCAKAN,Not Found,,,,
BANDUNG CAHAYA OTOPART,Not Found,,,,
BANDUNG KARYA DIESEL,Not Found,,,,
BANDUNG KEMASAN,Not Found,,,,
BANGUN ARTHA GUNA SEDAYA,Not Found,,,,
BANGUN CITRA LESTARI,,,,,
BANGUN SUKSES MANDIRI,Not Found,,,,
BASMALLAH FOOD,21022,INDUSTRI PENGOLAHAN,INDUSTRI FARMASI,INDUSTRI FARMASI,INDUSTRI OBAT TRADISIONAL
BEN KURNIA ABADI,,,,,
BERKAH,32300,INDUSTRI PENGOLAHAN,INDUSTRI PENGOLAHAN LAINNYA,INDUSTRI ALAT OLAHRAGA,INDUSTRI ALAT OLAHRAGA
BERKAH AKMAL RAIHAN,Not Found,,,,
BERKAH BERSAMA,,,,,
BERKAT ABADI TEHNIK,Not Found,,,,
BERSAMA FAMILY AMK,Not Found,,,,
BINA PUSTAKA,18111,INDUSTRI PENGOLAHAN,INDUSTRI PENCETAKAN DAN REPRODUKSI MEDIA REKAMAN,INDUSTRI PENCETAKAN DAN KEGIATAN YBDI,INDUSTRI PENCETAKAN
BINTANG GLOBAL MANDIRI,Not Found,,,,
BINTANG MESIN WIDLEY,Not Found,,,,
BIZMEDIA MANDIRI ABADI,Not Found,,,,
BOGA SAMITRA,Not Found,,,,
BUANA MEKAR MAKMUR,20116,INDUSTRI PENGOLAHAN,INDUSTRI BAHAN KIMIA DAN BARANG DARI BAHAN KIMIA,INDUSTRI BAHAN KIMIA,INDUSTRI KIMIA DASAR
BUDIMAN MOTOR,Not Found,,,,
CAHAYA KASIH HATI,Not Found,,,,
CAHYA KARUNIA JAYA,Not Found,,,,
CIAMIS MAKMUR SEJAHTERA,Not Found,,,,
CIJERAH JAYA SANITARI,Not Found,,,,
CIKARANG JAYA MOTOR,Not Found,,,,
CIPTA INDAH LESTARI,Not Found,,,,
CIPTA USAHA PRIMA,Not Found,,,,
CLASSY DECOR INDONESIA,Not Found,,,,
DADI ARTA NAYA,Not Found,,,,
DELIMA MANDIRI,29200,INDUSTRI PENGOLAHAN,INDUSTRI KENDARAAN BERMOTOR,INDUSTRI KAROSERI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH DAN INDUSTRI TRAILER DAN SEMI TRAILER,INDUSTRI KAROSERI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH DAN INDUSTRI TRAILER DAN SEMI TRAILER
DELTAMAS MAKMUR PERKASA,Not Found,,,,
DENNISA MARINAS UTAMA,Not Found,,,,
DHARMAPUTRA,Not Found,,,,
DWITA KARYA,Not Found,,,,
EVA RELINA PUTRA,Not Found,,,,
FACINTAMA FLORA KARYA,Not Found,,,,
FELINDO ULTIMA JAYA,Not Found,,,,
FORTUNA,25910,INDUSTRI PENGOLAHAN,INDUSTRI BARANG LOGAM,INDUSTRI BARANG LOGAM LAINNYA DAN JASA PEMBUATAN BARANG LOGAM,INDUSTRI PENEMPAAN
FRINSA AGROLESTARI,Not Found,,,,
GEMILANG,17022,INDUSTRI PENGOLAHAN,INDUSTRI KERTAS DAN BARANG DARI KERTAS,INDUSTRI KERTAS DAN BARANG DARI KERTAS,INDUSTRI KERTAS DAN PAPAN KERTAS BERGELOMBANG DAN WADAH DARI KERTAS DAN PAPAN KERTAS
GEMILANG JAYA BANDUNG,Not Found,,,,
GEMILANG JAYA BEKASI,Not Found,,,,
GEMILANG JAYA CIKAMPEK,Not Found,,,,
GEMILANG JAYA GARUT,Not Found,,,,
GEO SYLVA LESTARI,Not Found,,,,
GOLDY JAYA,Not Found,,,,
GRAHA MULIA UTAMA,Not Found,,,,
GUNUNG JATI,22292,INDUSTRI PENGOLAHAN,INDUSTRI KARET,INDUSTRI BARANG DARI PLASTIK,INDUSTRI BARANG DARI PLASTIK LAINNYA
GUNUNG PUTRI MOTOR,Not Found,,,,
HARAPAN MANDIRI,10761,INDUSTRI PENGOLAHAN,INDUSTRI MAKANAN,INDUSTRI MAKANAN LAINNYA,INDUSTRI PENGOLAHAN KOPI
HAVANA,Not Found,,,,
HENDRA BEREA,Not Found,,,,
IBNU ASMAL,Not Found,,,,
IBNU ASMAL MARLIDA,Not Found,,,,
INDO GROUP,63112,INFORMASI DAN KOMUNIKASI,AKTIVITAS JASA INFORMASI,AKTIVITAS PENGOLAHAN DATA,AKTIVITAS PENGOLAHAN DATA
INTAN JAYA SUKABUMI,Not Found,,,,
JANURAGA CIPTA SEJAHTERA,Not Found,,,,
JASA KARYA NUSANTARA,13921,INDUSTRI PENGOLAHAN,INDUSTRI TEKSTIL,INDUSTRI TEKSTIL LAINNYA,INDUSTRI PEMBUATAN BARANG TEKSTIL
JASMINE JAYA,Not Found,,,,
JAWARA KARSA AGUSTO,Not Found,,,,
JAYA ABADI MANDIRI,Not Found,,,,
JAYA MAKMUR ABADI,10761,INDUSTRI PENGOLAHAN,INDUSTRI MAKANAN,INDUSTRI MAKANAN LAINNYA,INDUSTRI PENGOLAHAN KOPI
JAYA TANI MAKMUR,Not Found,,,,
JENDELA MAS,Not Found,,,,
KARYA CIPTA LESTARI,Not Found,,,,
KARYA PERDANA,26210,INDUSTRI PENGOLAHAN,INDUSTRI KOMPUTER,INDUSTRI KOMPUTER DAN PERLENGKAPANNYA,INDUSTRI KOMPUTER DAN/ATAU PERAKITAN KOMPUTER
KELLY ANUGRAH MANDIRI,Not Found,,,,
KEMASINDO CEMERLANG,Not Found,,,,
KIMASA,Not Found,,,,
KLINIK CIBADAK FARMA,Not Found,,,,
KOMBI SEHAT SEJAHTERA,Not Found,,,,
KREASI BUNDA,Not Found,,,,
KREASI MEDIA KOMPUTASI,Not Found,,,,
KREASI PRIMA,30912,INDUSTRI PENGOLAHAN,INDUSTRI ALAT ANGKUTAN LAINNYA,INDUSTRI ALAT ANGKUTAN LAINNYA YTDL,INDUSTRI SEPEDA MOTOR
LAMBERTUS MANJADDA (LMJ),Not Found,,,,
LANGGENG MANDIRI,,,,,
LESTARY MOTOR,Not Found,,,,
LILING GRAND INDONESIA,Not Found,,,,
MAC HOME AC SPECIALIST,Not Found,,,,
MAJU ABADI JUJUR UTAMA,Not Found,,,,
MAJU PANJUNAN,Not Found,,,,
MANDIRI CIPTA METALINDO,Not Found,,,,
MAWAR CIPTA MANDIRI,20231,INDUSTRI PENGOLAHAN,INDUSTRI BAHAN KIMIA DAN BARANG DARI BAHAN KIMIA,INDUSTRI BARANG KIMIA LAINNYA,INDUSTRI SABUN DAN DETERJEN
MEGA KARYA NIRWANA,Not Found,,,,
MEGA MAKMUR BANGUNAN,Not Found,,,,
MEGA SAMUDRA ABADI,Not Found,,,,
MENEMUI PASIR MUTIARA,Not Found,,,,
MENOTEMBO KONGO,Not Found,,,,
MICROTECH,Not Found,,,,
MILLENIUM PUTRA MOTOR,Not Found,,,,
MITRA JAYA,,,,,
MITRA MANDIRI,,,,,
MITRA SAPUTRA,Not Found,,,,
MITRA SUKSES DISTRIBUSINDO,Not Found,,,,
MITRA USAHA,,,,,
MIURA LIMAN INDONESIA,Not Found,,,,
MOGADEEN ALTERNATIVE PARTS,Not Found,,,,
MUANAM BUDI JAYA,Not Found,,,,
MULIA HATI GEMILANG,Not Found,,,,
MULIA JAYA,45407,PERDAGANGAN BESAR DAN ECERAN; REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR,PERDAGANGAN,PERDAGANGAN,PERDAGANGAN
MULTAZAM MAKMUR MANDIRI,Not Found,,,,
MULTI ANUGERAH,,,,,
MULTI SARANA,,,,,
MUTIARA BARA TIMUR,Not Found,,,,
NAGAMAS MITRA ABADI,Not Found,,,,
NAGARAYA CIPTA SEMESTA,Not Found,,,,
NARENDRA TEKNIKATAMA,Not Found,,,,
NOVAL AASIYAH AL FAZZA,Not Found,,,,
NURUL MAKMUR JAYA,Not Found,,,,
PANCA PRO INDONESIA,Not Found,,,,
PARA KANCA SEJAHTERA,Not Found,,,,
PESONA CIWIDEY,Not Found,,,,
PESONA WARNA TEXTILE,Not Found,,,,
PRIANGAN MANUNGGAL SEJAHTERA,Not Found,,,,
PRIMA ANGKASA,Not Found,,,,
PRIMA SAKTI MOTOR,Not Found,,,,
PUDAK SCIENTIFIC,25920,INDUSTRI PENGOLAHAN,INDUSTRI BARANG LOGAM,INDUSTRI BARANG LOGAM LAINNYA DAN JASA PEMBUATAN BARANG LOGAM,JASA INDUSTRI UNTUK BERBAGAI PENGERJAAN KHUSUS LOGAM DAN BARANG DARI LOGAM
QION'S PUTRA PERKASA,Not Found,,,,
RAJA AUTO MAKMUR,Not Found,,,,
RAJAWALI DECORATION,Not Found,,,,
RATU CAHAYA,Not Found,,,,
RATU NEETA BOGATAMA,Not Found,,,,
REJEKI PUTERA MANDIRI,,,,,
REJODADI NASIONAL TRANSPORTASI,Not Found,,,,
REZTU,Not Found,,,,
ROMORAJAYA,Not Found,,,,
RUMAH KAIN,Not Found,,,,
SAM,,,,,
SAMPURNA PART NIAGA,Not Found,,,,
SANTOSA KUSUMA,Not Found,,,,
SAP,,,,,
SARANA ABADI MANDIRI,Not Found,,,,
SARI LAUT,10293,INDUSTRI PENGOLAHAN,INDUSTRI MAKANAN,INDUSTRI PENGOLAHAN DAN PENGAWETAN IKAN DAN BIOTA AIR,INDUSTRI PENGOLAHAN DAN PENGAWETAN BIOTA AIR LAINNYA
SEJATI JATAYU MANDIRI,Not Found,,,,
SEMANGAT JAYA BERSAMA PLERED,Not Found,,,,
SHD - TRANS,Not Found,,,,
SHINJA MISINDO ABADI,Not Found,,,,
SINAR JAYA,12011,INDUSTRI PENGOLAHAN,INDUSTRI PENGOLAHAN TEMBAKAU,INDUSTRI PENGOLAHAN TEMBAKAU,INDUSTRI ROKOK DAN PRODUK TEMBAKAU LAINNYA
SINARMAS MOTOR,Not Found,,,,
SINGA MAS,10411,INDUSTRI PENGOLAHAN,INDUSTRI MAKANAN,INDUSTRI MINYAK DAN LEMAK NABATI DAN HEWANI,INDUSTRI MINYAK DAN LEMAK NABATI DAN HEWANI (BUKAN KELAPA DAN KELAPA SAWIT)
SOFIYAN MANDIRI,Not Found,,,,
SUBUR JAYA,,,,,
SUBUR MAKMUR JAYA,Not Found,,,,
SUKSES MAKMUR,28291,INDUSTRI PENGOLAHAN,INDUSTRI MESIN DAN PERLENGKAPAN YTDL,INDUSTRI MESIN UNTUK KEPERLUAN KHUSUS,INDUSTRI MESIN KEPERLUAN KHUSUS LAINNYA
SUMBER JAYA ABADI,12011,INDUSTRI PENGOLAHAN,INDUSTRI PENGOLAHAN TEMBAKAU,INDUSTRI PENGOLAHAN TEMBAKAU,INDUSTRI ROKOK DAN PRODUK TEMBAKAU LAINNYA
SUMBER REJEKI,10801,INDUSTRI PENGOLAHAN,INDUSTRI MAKANAN,INDUSTRI MAKANAN HEWAN,INDUSTRI MAKANAN HEWAN
SURYA GEMILANG PERKASA,Not Found,,,,
SURYA WIJAYA SEJAHTERA,Not Found,,,,
TIGA JAYA,,,,,
TIRTA MAS MOTOR,Not Found,,,,
TREESBEE,,,,,
TRI KARYA MANDIRI,Not Found,,,,
TRIDAYA TECHNIK,Not Found,,,,
TRIDJAYA ANUGERAH SUKSES,Not Found,,,,
TUNAS TANI MAKMUR,Not Found,,,,
USAHA ABADI RASA,10130,INDUSTRI PENGOLAHAN,INDUSTRI MAKANAN,INDUSTRI PENGOLAHAN DAN PENGAWETAN DAGING,INDUSTRI PENGOLAHAN DAN PENGAWETAN PRODUK DAGING DAN DAGING UNGGAS
VALERIE ANDARA KIANI,Not Found,,,,
VARFORCEA NOWLY,Not Found,,,,
VICTORY BINTANG BAJA,Not Found,,,,
WAJAN BAJA GEMILANG,Not Found,,,,
WAWASAN SATU INDONESIA,Not Found,,,,
WIRA UTAMA,18112,INDUSTRI PENGOLAHAN,INDUSTRI PENCETAKAN DAN REPRODUKSI MEDIA REKAMAN,INDUSTRI PENCETAKAN DAN KEGIATAN YBDI,INDUSTRI PENCETAKAN
WIRATAMA SOLUSI KREASI,Not Found,,,,
WIRELESSINDO,Not Found,,,,
YOGA RASA UTAMA,Not Found,,,,
AGUNG JAYA ABADI,14111,INDUSTRI PENGOLAHAN,INDUSTRI PAKAIAN JADI,INDUSTRI PAKAIAN JADI DAN PERLENGKAPANNYA,INDUSTRI PAKAIAN JADI (BUKAN PENJAHITAN DAN PEMBUATAN PAKAIAN)
PANCA BERSAUDARA,Not Found,,,,
PUTRA NARATAS PERDANA,Not Found,,,,
SHAMARA SEJAHTERA,Not Found,,,,
TORKA,Not Found,,,,
PARAHYANGAN INDAH,Not Found,,,,
PB. NAHDATUL ULAMA,Not Found,,,,
